Video Id,Video Title,Topic Count,Topics
cgCt4TRvrmo,I Was Told To Leave This Slum In Philippines (Tondo) 🇵🇭,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 5: haircut barber, haircuts, haircut, haircut haircut, cut haircut, barber, barbers, shave, shaved, shave shave (Topic 5: Barber Services), Topic 14: archipelago spanish, spanish colony, spanish empire, spanish colonial, spaniards, manila, king spain, spanish rule, archipelago, rule spanish (Topic 14: Spanish Colonialism in the Philippines), Topic 27: watching leave loved, listen listen listen, listen listen, listen, loved peace, watching, leave loved peace, watching leave, lou, lou marie lou (Topic 27: Listening & Watching Loved Ones Depart ), Topic 95: pinay moms blogs, moms blogs, pinay moms, moms, blogs, blog, pinay, sister, family, jane (Topic 95: Filipino Moms doing a Vlog)"
ch3QACqOhEA,Asking Londoners to Pick Most Beautiful Filipino Celebrity?! 😍🤔,7,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 4: battalion combat, armed forces, troops, warfare, soldiers, urban warfare, artillery, military, battle, counterattack (Topic 4: Military Assets, Combat, Strategies), Topic 23: winter summer cold, summer cold, winter, cold cold, cold, autumn, warm, snow, seasons, seasons seasons (Topic 23: Seasons and Weather ), Topic 37: masculine energy feminine, energy feminine energy, masculine energy, feminine energy, energy feminine, writer, writer deal, masculine, writer deal writer, writing (Topic 37: Masculine and Feminine Energy in Writing), Topic 81: producer coconuts, coconuts producer coconuts, coconuts producer, coconut fresh, produce coconuts, coconuts, produce coconuts producer, coconut water coconut, king coconuts, coconut (Topic 81: Coconut Varieties and Production), Topic 82: skin color, beauty, color, skin, noticed, pale skin, tan tan, vesaya tan, skin skin, eyebrow (Topic 82: Skin Color & Beauty), Topic 104: sing song song, song sing song, song song sing, sing song, sing sing song, song song, sing song sing, song sing, singing singing singing, singing songs (Topic 104: Singing of Songs)"
ciBt2cteN-U,"First private tour in El Nido, Palawan: the BEST island in the world!",1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
cifzQypGnnM,Americans React To Miss Universe 2018 - Catriona Gray Philippines Highlights,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 24: manny, father actor, manny pacquiao, salt papi, papi, guapo guapo, actor, art royal god, guapo, manly (Topic 24: Manny Pacquaio (National Icon)), Topic 46: flag flag, flag, flag secret national, flag flag flag, secret national flag, flag represent, flag republic, national flag, flags, national flag secret (Topic 46: National Flag), Topic 74: beauty pageants beauty, pageants beauty pageants, pageants beauty, beauty pageants, beauty pageant, pageant, phili phili, phili, universe pageant, pageants (Topic 74: Philippine Beauty Pageant & Miss Universe)"
cjOMiFsjCvY,A Lesson in the Philippines That Must Be Taught,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language), Topic 42: relationship coppo, adorable coppos, coppos, daniel padilla, mariko, dilion actress, daniel miranda, relationship public, relationship, makoai (Topic 42: Philippine Love Teams featuring Daniel Padilla), Topic 67: learning, learn, teacher, teachers, unison, language school, mai, kanji kanji, todays watching, blew mind (Topic 67: Language Education and Learning Experiences), Topic 102: friends issues, relationships, friends, drunk jinny, drunk drunk, shandy shandy, happened happened, drunk, drunk god, happened (Topic 102: Friendships)"
ckgTnTg9TPw,"🇵🇭 FILIPINO CULTURE IS FUNNY! American Couple Reacts ""What's Different About The Philippines?""",2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 17: filipinawives, filipina couples, filipina, tourist visas, tourist visa, tourist visa applications, visitor visa, apply partner visa, visa application, partner visa (Topic 17: Filipino Partner & Tourist Visas)"
cm2oIEkmbGk,#1 Advice from foreigners in the Philippines (random street interviews),5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language), Topic 8: dated, dating, students, girls, single dated, girl, friends, filipina, student, girlfriend (Topic 8: Philippines’ Dating & Relationship of Females), Topic 10: swim whale sharks, whale sharks, swimming whale sharks, whale shark, swim whale, whales, swimming whale, whale, shark, sharks sharks (Topic 10: Swimming with Whale Sharks ), Topic 30: considered rich, immigration, rich money rich, rich rich rich, rich rich, money rich, tourists, pay tourists, rich, rich money (Topic 30: Wealthy & Rich Tourists Travelling)"
cmBaWYIfR5c,FOREIGNERS react to FILIPINO NOCHE BUENA Christmas Food Reaction,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
cmlM0cS98qo,JAPANESE VOCAL COACH REACTION / Mona Gonzales Anime Songs(Philippines),5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language), Topic 47: singer, dance dance dance, star star star, sing, listen singing, maliga, dance dance, singing, star star, dancers (Topic 47: Singing and Dancing Stars), Topic 79: aunt girl, akong telepono charge, pwede icharge, icharge akong telepono, akong telepono, pwede icharge akong, kid, pwede, kids, aunt (Topic 79: Kids Asking Aunt to Charge Phone), Topic 104: sing song song, song sing song, song song sing, sing song, sing sing song, song song, sing song sing, song sing, singing singing singing, singing songs (Topic 104: Singing of Songs)"
cmv5gtLAWPM,"FIRST TIME! Venice Grand Canal Mall Manila, Philippines | SO Surprised |",3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 18: sagada, adore adore, buried, grave, grand canal mall, rodrigo, cemetery, canal mall, coffins, hanging coffins (Topic 18: Sagada Burial Caves & Hanging Coffins), Topic 89: fruits mango, mangosteen, fruit fresh, mangoes, mango, fruit, mango mango, fruit fruit, mango apple, fruits (Topic 89: Mango Fruit)"
cnkfymvUoGI,FOREIGNER Getting a DRIVING LICENSE in the PHILIPPINES | The process is SO DIFFERENT from the UK!,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 61: bureau immigration, immigration, visa immigration, visa, december, visa application, arriving, january, scrape eins scrape, fiance visa (Topic 61: Visa & Bureau of Immigration)"
cntVFWMLfFI,CANADIAN reacts to 'what do FILIPINOS look like to FOREIGNERS',3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 23: winter summer cold, summer cold, winter, cold cold, cold, autumn, warm, snow, seasons, seasons seasons (Topic 23: Seasons and Weather ), Topic 43: visiting retiring beach, tips visiting retiring, retiring beach jet, retiring beach, visiting retiring, landings tips visiting, traveling, easier wasting online, thriving tips visiting, upcoming tips visiting (Topic 43: Trip to a Beach Destination)"
coIXi26Ktk8,AGE GAP LOVE:WEDDING ANNIVERSARY | NAG DATE  + BAGSAK SI MISIS!,6,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 11: negros negros, black accepting black, black experience, black black accepting, black black, experience black, black, negros, black accepting, black friendly (Topic 11:  Black Experiences and Acceptance), Topic 35: expensive wedding gowns, wedding gowns famous, gown priced, wedding gowns, gowns famous, expensive wedding, wedding gown, wedding dress, gowns famous celebrities, wedding dollars (Topic 35: Famous and Expensive Wedding Gowns), Topic 43: visiting retiring beach, tips visiting retiring, retiring beach jet, retiring beach, visiting retiring, landings tips visiting, traveling, easier wasting online, thriving tips visiting, upcoming tips visiting (Topic 43: Trip to a Beach Destination), Topic 57: casano, philippino husband, marriage, pass marriage, marriage marriage, husbands, husband, wedding, wedding anniversary, filipina (Topic 57: Filipino Marriage), Topic 102: friends issues, relationships, friends, drunk jinny, drunk drunk, shandy shandy, happened happened, drunk, drunk god, happened (Topic 102: Friendships)"
coayhixmBBk,"🇵🇭 Tiaong, Quezon day tour from Manila, Philippines (Villa Escudero)",2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 32: puppies, puppies hope, doggy, stray dogs, pets family, dogs dogs, dogs, dogs stray dogs, pet, dog (Topic 32: Dogs)"
cp0wyuBU7Oc,First Time Trying Halo Halo In The Philippines 🇵🇭,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 13: quail egg, egg yolk, chicken egg, eggs quail, quail eggs, quail eggs quail, eggs quail eggs, duck egg, salted egg, fertilized duck egg (Topic 13: Balut and other Eggs), Topic 26: local coffee, coffee shops, cafe, coffee shop, coffee, coffees, coffee coffee, quick coffee, coffee coffee coffee, strong coffee (Topic 26: Local Coffee and Coffee Shops)"
cqVlFvPd9So,Philippines!!! Land of the Best Singers in the World | Reaction,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 72: watch jollibee commercials, reacting jollibee commercials, jollibee commercials, jollibee commercials jollibee, jollibee commercials watch, commercials jollibee, watch jollibee, kwentong jollibee, jollibee fries, jollibee (Topic 72: Watching Kwentong Jollibee Commercial)"
crsuIRAr0rE,POV You Graduate in the Philippines |Latinos React to Filipino Student's Graduation Singing SB19,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 60: hang louis hang, louis hang louis, hang louis, louis hang, prom, bomb happy, karin sai, hang roger hang, hang, fucking (Topic 60: Louis Huang (Internation Actor))"
cwxu2dA5Dv4,Have you ever had FILIPINO FRIED RICE BEFORE!?!?!?!,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
cxb8w5kSWaM,Waleska & Efra React to Top 50 Indian Songs of 2023,6,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 36: officer meijii yoshimi, meijii yoshimi, meijii yoshimi tenoguchi, yoshimi tenoguchi, officer meijii, yoshimi, commanding officer meijii, meijii, onoda soldier, akatsu (Topic 36: Officer Meijii Yoshimi and the Onoda Incident), Topic 55: restaurant baguio, tuguguru tuguguru, baguio, bel church baguio, taguguru, baguio bel, baguio bad, church baguio bel, church baguio, tuguguru (Topic 55: Food & Destination in Baguio), Topic 61: bureau immigration, immigration, visa immigration, visa, december, visa application, arriving, january, scrape eins scrape, fiance visa (Topic 61: Visa & Bureau of Immigration), Topic 86: filipina, christian filipina, davao loving, happy, davao loving caring, loving loving, funny, culture humble, jokes funny hilarious, loving (Topic 86: Characteristics of Filipinas from Davao), Topic 120: winning game, game winning, game win, win game, excited game excited, game excited, excited game, win win, winning winning, winning winning winning (Topic 120: Winning Games and Excitement )"
d-GbnwI0jcs,Filipinas - Pride in Filipino appearance,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 17: filipinawives, filipina couples, filipina, tourist visas, tourist visa, tourist visa applications, visitor visa, apply partner visa, visa application, partner visa (Topic 17: Filipino Partner & Tourist Visas), Topic 82: skin color, beauty, color, skin, noticed, pale skin, tan tan, vesaya tan, skin skin, eyebrow (Topic 82: Skin Color & Beauty), Topic 104: sing song song, song sing song, song song sing, sing song, sing sing song, song song, sing song sing, song sing, singing singing singing, singing songs (Topic 104: Singing of Songs)"
d2I4jSEAHyc,Filipino Street Food! Pinoy-Style Fried Chicken | BEST KANTO FRIED CHICKEN in Manila Philippines,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 91: manila surrounding cities, manila population, capital manila surrounding, manila largest, nations capital manila, manila capital, cities manila, manila surrounding, capital manila, manila population daytime (Topic 91: Metro Manila as the National Capital Region)"
d5z3vG74xmY,BRUTAL! Latinos react to Filipino RAP BATTLES for the first time ft Loonie | FLIPTOP,6,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 1: speak language, language speak, learn language, language english, language language language, learn english, speak spanish, language language, learning language, english accent (Topic 1: Learning and Speaking Foreign Language), Topic 24: manny, father actor, manny pacquiao, salt papi, papi, guapo guapo, actor, art royal god, guapo, manly (Topic 24: Manny Pacquaio (National Icon)), Topic 72: watch jollibee commercials, reacting jollibee commercials, jollibee commercials, jollibee commercials jollibee, jollibee commercials watch, commercials jollibee, watch jollibee, kwentong jollibee, jollibee fries, jollibee (Topic 72: Watching Kwentong Jollibee Commercial), Topic 97: hop, rap, hip hop, fun, benz, hop dance, dope, dance hip hop, hip hop dance, dance (Topic 97: HipHop and Dancing), Topic 120: winning game, game winning, game win, win game, excited game excited, game excited, excited game, win win, winning winning, winning winning winning (Topic 120: Winning Games and Excitement )"
d631FlkmmUA,USING THE CITY GRADER ON OUR ROAD EXPAT SIMPLE LIFE PHILIPPINES FOREIGNER LIFESTYLE,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 21: rice terraces smartly, eighth rice terraces, rice terraces, terraces eighth rice, destination rice plantations, rice terraces eighth, tourist destination rice, rice vegetables exported, harvest rice vegetables, rice plantations (Topic 21: Banaue Rice Terraces), Topic 62: morning cinema, cinema continue, morning cinema continue, cinema, cinema continue ensure, theater, movie theater, ben, watching, skip ads (Topic 62: Filipino Food), Topic 93: sabu, ride, transport, beach, boat, island, sim, ramen boat, sabu sabu, fun (Topic 93: Island and Beach Travel Experiences)"
d6I82GDhv4U,Foreigner and Filipina House Build Philippines Throwback 14Jun22. @LeRocphilippines5539,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 80: married filipina, married, wedding rings, shocked elderly, catholic upbringing, elderly, filipina fears dating, relationships, rings, deported attending (Topic 80: Filipino Marriage Tradition), Topic 83: conduit, tiles, shovel, balic, wire, garbage garbage, tile, balic buyin, walls, skim (Topic 83: Building Materials and Tools for Construction), Topic 105: dig, procure, brother jay, jay jay jay, cut grass, picking garbage, cut grass cut, jay, ej, driveway (Topic 105: Unclear Repeated Terms)"
d7otlQw-9U0,Foreigners Trying FILIPINO LECHON for the FIRST TIME Shocking!! REACTION,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 19: halohalo, ube ice cream, ice candy, yum, flavors, ice cream ice, ice cream, halo halo halo, gravy, cream ice cream (Topic 19: Philippine Halo-Halo Dessert)"
d9KaWtyIqYg,Foreigner wants to take my Filipina GF back to my country (must watch street interview),4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 3: kids, poor, learn, deserve, society, told, culture, happened, cultures, community (Topic 3: Experiences of Children in Community & Culture), Topic 30: considered rich, immigration, rich money rich, rich rich rich, rich rich, money rich, tourists, pay tourists, rich, rich money (Topic 30: Wealthy & Rich Tourists Travelling), Topic 59: rainy season, rainy, windy, rained, natural windmill natural, natural windmill, raining, local, windmill natural, morning (Topic 59: Rainy Season)"
dBhVBUwG-fE,100 Years of FILIPINO BEAUTY - Foreigners Reaction,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 7: wear makeup, makeup, lipstick, makeup makeup, makeup skin, makeup artist, makeup coconut oil, makeup coconut, mascara, skin (Topic 7: Makeup Products and Application), Topic 14: archipelago spanish, spanish colony, spanish empire, spanish colonial, spaniards, manila, king spain, spanish rule, archipelago, rule spanish (Topic 14: Spanish Colonialism in the Philippines), Topic 82: skin color, beauty, color, skin, noticed, pale skin, tan tan, vesaya tan, skin skin, eyebrow (Topic 82: Skin Color & Beauty)"
dD3jQhawZ7g,"한국인 부부가 필리핀 정글에서 코코넛을 먹는다면?(Coconut, jungle, coconut drink, rural village in the Philippines)",5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 7: wear makeup, makeup, lipstick, makeup makeup, makeup skin, makeup artist, makeup coconut oil, makeup coconut, mascara, skin (Topic 7: Makeup Products and Application), Topic 64: bgc modern manila, manila, animals, modern manila, animal, pets, pet, roosters, deadliest animals, chickens (Topic 64: Bonifacio Global City, Taguig, Metro Manila), Topic 81: producer coconuts, coconuts producer coconuts, coconuts producer, coconut fresh, produce coconuts, coconuts, produce coconuts producer, coconut water coconut, king coconuts, coconut (Topic 81: Coconut Varieties and Production), Topic 89: fruits mango, mangosteen, fruit fresh, mangoes, mango, fruit, mango mango, fruit fruit, mango apple, fruits (Topic 89: Mango Fruit)"
dGIZPdLOYQ8,Why Dutch kids MUST learn how to swim | Filipino vlogger in Netherlands,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 3: kids, poor, learn, deserve, society, told, culture, happened, cultures, community (Topic 3: Experiences of Children in Community & Culture), Topic 95: pinay moms blogs, moms blogs, pinay moms, moms, blogs, blog, pinay, sister, family, jane (Topic 95: Filipino Moms doing a Vlog)"
dGM9kDXdWcQ,HOW TO AVOID BEING SCAMMED AND BROKEN IN THE PHILIPPINES 2018,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 3: kids, poor, learn, deserve, society, told, culture, happened, cultures, community (Topic 3: Experiences of Children in Community & Culture)"
dGxnilrs8aU,Life In The Philippines Breaking News PH Travel New Advisory Update,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 20: tourist visa, bureau immigration, visa, visa extension, immigration, traveling, visa application, trip, tourist, deport (Topic 20: Travel Immigration & Visa Processes), Topic 54: manila cathedral church, manila cathedral, churches, catholic church, church, church church, stone church, church built, cultural heritage, cathedral church (Topic 54: Manila Cathedral), Topic 87: rebellion conspired spanish, invaded hawaii war, invaded hawaii, territories, territory, americans, invaded, rebellion conspired, democracy, president hurricane (Topic 87: American Invasion of Hawaii Region and Historical Conflicts)"
dJzgm-dNXuQ,Foreigner and Filipina House Build Philippines 27Sep22. @LeRocphilippines5539,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 83: conduit, tiles, shovel, balic, wire, garbage garbage, tile, balic buyin, walls, skim (Topic 83: Building Materials and Tools for Construction), Topic 105: dig, procure, brother jay, jay jay jay, cut grass, picking garbage, cut grass cut, jay, ej, driveway (Topic 105: Unclear Repeated Terms)"
dKYTWDErNzo,This Is FILIPINO Freddie Mercury!,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 27: watching leave loved, listen listen listen, listen listen, listen, loved peace, watching, leave loved peace, watching leave, lou, lou marie lou (Topic 27: Listening & Watching Loved Ones Depart ), Topic 50: lgbtqia community, lgbt community, lgbtq community, gays lesbians, gays, queer friends, lgbtqia, lgbtq, lgbt, queer (Topic 50: LGBTQIA Community)"
dKcEfMqLatw,Foreigners 1st Holy Week In The Philippines UNBELIEVABLE!,5,"Topic 18: sagada, adore adore, buried, grave, grand canal mall, rodrigo, cemetery, canal mall, coffins, hanging coffins (Topic 18: Sagada Burial Caves & Hanging Coffins), Topic 26: local coffee, coffee shops, cafe, coffee shop, coffee, coffees, coffee coffee, quick coffee, coffee coffee coffee, strong coffee (Topic 26: Local Coffee and Coffee Shops), Topic 38: nino cathedral, basilica, cathedrals, cathedral, church, basilic, churches, catholics, catholic, santo nino (Topic 38: Basilicas and Cathedrals in the Philippines), Topic 73: binondo chinatown manila, chinatown manila, binondo chinatown, fort san pedro, san pedro fort, chinatown chinatown, fort san, chinatowns, chinatown, san pedro (Topic 73: Chinatown Manila), Topic 106: bohol chocolate hills, chocolate hills atv, chocolate hills, chocolate chocolate hills, hills bohol, located island bohol, hills atv, hills, trip, streets (Topic 106: Chocolate Hills in Bohol)"
dKexXf84Znk,Foreigner Living in Philippines has added benefits! Retire in Philippines,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 9: topics taiwan, taiwan, taiwan staying, taiwan taiwan, caribbean staying, kuala, ayan ayan, fun, trip, stay plans (Topic 9: Travel to Taiwan & Destinations), Topic 45: virtual private network, private network, public wifi, virtual private, network, internet, secure, stands virtual private, online, virtual (Topic 45: Virtual Private Networks (VPNs) and Online Security), Topic 59: rainy season, rainy, windy, rained, natural windmill natural, natural windmill, raining, local, windmill natural, morning (Topic 59: Rainy Season), Topic 88: sponsor squarespace, todays sponsor squarespace, blogs galleries, digital nomads, squarespace professional, squarespace, major create blogs, online, blogs galleries calendars, social media (Topic 88: Squarespace and Online Content Creation )"
dKp3ROPMXD0,GODS and GODDESSES in PHILIPPINES?! We Didn't Know About THIS!,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 18: sagada, adore adore, buried, grave, grand canal mall, rodrigo, cemetery, canal mall, coffins, hanging coffins (Topic 18: Sagada Burial Caves & Hanging Coffins), Topic 85: university campus, campus, universities, campus university, university, schools, compares universities, university university, architectural buildings loving, buildings (Topic 85: University and Campuses)"
dLo695R9_oU,Mikey Bustos rapped about Filipino Mythical Creatures | HONEST REACTION,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
dLs1qHISrbk,FOREIGNER LIFE IN MANILA PHILIPPINES | VACCINE FOR MY SISTER | FOREIGNER IN THE PHILIPPINES,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 63: pule ti, pule pule, groufie, calamansi, pule, kinilaw, purtoo, galo, ti, halle (Topic 63: Filipino Food), Topic 88: sponsor squarespace, todays sponsor squarespace, blogs galleries, digital nomads, squarespace professional, squarespace, major create blogs, online, blogs galleries calendars, social media (Topic 88: Squarespace and Online Content Creation ), Topic 93: sabu, ride, transport, beach, boat, island, sim, ramen boat, sabu sabu, fun (Topic 93: Island and Beach Travel Experiences)"
dOYkqc9ec1I,Experience as #foreigner in #philippines #filamcouple 🇵🇭🇺🇸#ldr #travel #shorts #trending #afam,1,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining)"
dSpW5Xc180Q,Foreigner tries $1 Filipino Breakfast 🇵🇭 This Local Chef can Cook Anything!!,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 115: bike shop, bike rent, rent bike, bikes, bike, bike bike, bike rental pesos, cheap knee tricycle, tricycle, rental shop (Topic 115: Bicycle & Tricycle Rental)"
dZdOnCkA988,🇵🇭CRAZY DANGEROUS ROADTRIP IN MY LIFE TO MEET 105 YEARS OLD PHILIPPINES,5,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 21: rice terraces smartly, eighth rice terraces, rice terraces, terraces eighth rice, destination rice plantations, rice terraces eighth, tourist destination rice, rice vegetables exported, harvest rice vegetables, rice plantations (Topic 21: Banaue Rice Terraces), Topic 55: restaurant baguio, tuguguru tuguguru, baguio, bel church baguio, taguguru, baguio bel, baguio bad, church baguio bel, church baguio, tuguguru (Topic 55: Food & Destination in Baguio), Topic 64: bgc modern manila, manila, animals, modern manila, animal, pets, pet, roosters, deadliest animals, chickens (Topic 64: Bonifacio Global City, Taguig, Metro Manila), Topic 96: rat, female rat, cat, cats, rat roof, buntonghininga, buntag, tapo, hatch, buco pondon (Topic 96: Cats & Rats)"
datYaDOz2R8,Philippines Cost Of Living 2023 (Higher Than Expected) 🇵🇭,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 88: sponsor squarespace, todays sponsor squarespace, blogs galleries, digital nomads, squarespace professional, squarespace, major create blogs, online, blogs galleries calendars, social media (Topic 88: Squarespace and Online Content Creation ), Topic 90: started traveling, trips, trip, talking tourists, travels, traveling, rumors scared, rumors scared honest, flights, arrival (Topic 90: Experiences of a First Time Traveler)"
decQL8TcTPQ,WTF Filipino Christmas songs are LIT! Latinos react to Philippines Christmas for the first time,4,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 2: christmas merry christmas, celebrate christmas, christmas christmas christmas, christmas celebrate, celebrating christmas, merry christmas, merry christmas happy, christmas christmas, christmas merry, december christmas (Topic 2: Christmas Season & Celebration), Topic 24: manny, father actor, manny pacquiao, salt papi, papi, guapo guapo, actor, art royal god, guapo, manly (Topic 24: Manny Pacquaio (National Icon)), Topic 78: thatd funny, bob mali, dating, conversation, partying partying, kevin, partying, bob marley boricai, funny, christians talking (Topic 78: Funny Conversations and Socializing ft. Bob Marley)"
deevFn0oNNo,Foreigner Measures Rice By Hand & Cooks It Filipino Style In The Philippines,3,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 100: bakaero bakaero bakaero, bakaero bakaero, bakaero, wee, basuke gol gol, brrr, jollaby, kuku, balebac, opao (Topic 100: Unclear Repeated Terms), Topic 118: pondi, happy baby, ready, happy, morning, wet, wet started, mommy, maizko niello, coming (Topic 118: Mommy and Baby's Morning Events )"
dgSvonx7PxY,【DICE & K9 – Itsumo】Japanese Reaction,2,"Topic 0: delicious, eating, restaurant, dish, sauce, cook, fried, breakfast, spicy, sweet (Topic 0: Delicious Dishes and Dining), Topic 72: watch jollibee commercials, reacting jollibee commercials, jollibee commercials, jollibee commercials jollibee, jollibee commercials watch, commercials jollibee, watch jollibee, kwentong jollibee, jollibee fries, jollibee (Topic 72: Watching Kwentong Jollibee Commercial)"
