Video Id,Video Title,Channel Id,Channel Title,Link,BERTopic Topics
QrN6BpfxsRE,What Should You Buy at a Filipino Grocery Store? 🇵🇭,UCbPHHOiOY_tA9BSytK0jDYw,Beryl Shereshewsky,https://www.youtube.com/watch?v=QrN6BpfxsRE,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (80.00%)

Topic 19: halohalo, ube ice cream, (Philippine Halo-Halo Dessert) (13.33%)

Topic 26: local coffee, coffee shops, (Local Coffee and Coffee Shops) (6.67%)"
QsFi0SkZHsY,"Exploring the Epic Night Markets of Baguio, Philippines | Best We've Seen So Far 🇵🇭",UCRzBNJTsBe2rq6pkyXeaj1A,TriFate Lifestyle,https://www.youtube.com/watch?v=QsFi0SkZHsY,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (62.96%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (3.70%)

Topic 7: wear makeup, makeup, lipstick, (Makeup Products and Application) (3.70%)

Topic 13: quail egg, egg yolk, (Balut and other Eggs) (3.70%)

Topic 15: walk beach, beach, beach (Walking by the Beach Experience) (3.70%)

Topic 19: halohalo, ube ice cream, (Philippine Halo-Halo Dessert) (3.70%)

Topic 55: restaurant baguio, tuguguru tuguguru, (Food & Destination in Baguio) (7.41%)

Topic 81: producer coconuts, coconuts producer (Coconut Varieties and Production) (3.70%)

Topic 83: conduit, tiles, shovel, balic, (Building Materials and Tools for Construction) (3.70%)

Topic 91: manila surrounding cities, manila (Metro Manila as the National Capital Region) (3.70%)"
R-xbSmJZuKQ,THIS  FILIPINO GIRL SHOCK EVREY ONE WITH HER VOICE AS SHE SINGS 😱 watch to end! #filipino,UCOtztOjWQPgzGaCdtArfWuw,Ije999 Reacts,https://www.youtube.com/watch?v=R-xbSmJZuKQ,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (75.00%)

Topic 16: eagle impressive, eagle eagle, (Philippine Monkey Eating Eagle) (25.00%)"
R1fuPtrok3M,Americans React to the Cost of Living in The Philippines!,UCAUgY9e_n2DhyZTgvPRoJnQ,TriFate Geo,https://www.youtube.com/watch?v=R1fuPtrok3M,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (75.00%)

Topic 90: started traveling, trips, trip, (Experiences of a First Time Traveler) (12.50%)

Topic 95: pinay moms blogs, moms (Filipino Moms doing a Vlog) (12.50%)"
R7KpmpPzCEQ,"The best places for foreigners/expats to meet girls in Cagayan De Oro, Mindanao, Philippines",UCSvaH7DbguYJcp8PHTTv1Zw,Bigg World Cinema,https://www.youtube.com/watch?v=R7KpmpPzCEQ,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (80.00%)

Topic 52: youtubers poverty porn, create (Poverty Porn Content in YouTube) (20.00%)"
R8-LyHgcl5I,Boracay is PARADISE in The Philippines! (can’t believe I did this..)🇵🇭,UCbDelWG0lH_xzQjnH-bNB_w,josie lifts things,https://www.youtube.com/watch?v=R8-LyHgcl5I,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (57.14%)

Topic 10: swim whale sharks, whale (Swimming with Whale Sharks ) (14.29%)

Topic 15: walk beach, beach, beach (Walking by the Beach Experience) (14.29%)

Topic 97: hop, rap, hip hop, (HipHop and Dancing) (14.29%)"
R83eEaGON9A,Age Gap Couple:My Young Filipina Wife is Gold Digger?🤑 |Mia Sandoval,UC3PVtkwtqwCD4LEPguBEADA,Mia Sandoval,https://www.youtube.com/watch?v=R83eEaGON9A,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (70.00%)

Topic 7: wear makeup, makeup, lipstick, (Makeup Products and Application) (10.00%)

Topic 89: fruits mango, mangosteen, fruit (Mango Fruit) (10.00%)

Topic 100: bakaero bakaero bakaero, bakaero (Unclear Repeated Terms) (10.00%)"
R8IaZ0NdLC4,Why this Filipina Model Only Dates Foreigners (Part 2) 🇵🇭,UC9DwgmJc-uKnxGavukOy_6w,Aaron Around,https://www.youtube.com/watch?v=R8IaZ0NdLC4,"Topic 47: singer, dance dance dance, (Singing and Dancing Stars) (20.00%)

Topic 74: beauty pageants beauty, pageants (Philippine Beauty Pageant & Miss Universe) (20.00%)

Topic 78: thatd funny, bob mali, (Funny Conversations and Socializing ft. Bob Marley) (40.00%)

Topic 82: skin color, beauty, color, (Skin Color & Beauty) (20.00%)"
R90_YemNcGs,"Korean Filipino dramedy ""Seoul Mates"" is here to teach you how to get over scumbag exes!",UCAv7YCgnRo86h7gOMMBf-GQ,GagaOOLala - Find YourStory,https://www.youtube.com/watch?v=R90_YemNcGs,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (20.00%)

Topic 3: kids, poor, learn, deserve, (Experiences of Children in Community & Culture) (20.00%)

Topic 37: masculine energy feminine, energy (Masculine and Feminine Energy in Writing) (20.00%)

Topic 41: jew, concentration camp, bosnia, (Personal Experiences of War and Persecution) (20.00%)

Topic 44: dating, relationship, started chatting, (Dating & Relationships Setup) (20.00%)"
R92RpsgW9n8,FOREIGNER LIFE IN MANILA PHILIPPINES,UC_nGEYgqzTuyFbHCZELMC2w,Merryjuj,https://www.youtube.com/watch?v=R92RpsgW9n8,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (16.67%)

Topic 18: sagada, adore adore, buried, (Sagada Burial Caves & Hanging Coffins) (16.67%)

Topic 21: rice terraces smartly, eighth (Banaue Rice Terraces) (16.67%)

Topic 23: winter summer cold, summer (Seasons and Weather ) (16.67%)

Topic 79: aunt girl, akong telepono (Kids Asking Aunt to Charge Phone) (16.67%)

Topic 98: batou batou batou, batou (Activities and Discussions in Morong, Bataan ) (16.67%)"
R9VKxCvPTXE,Living in the Philippines as a foreigner - expectations vs. reality,UCDyDWQVNvHtbOosA39aslvw,AG WONDER 111,https://www.youtube.com/watch?v=R9VKxCvPTXE,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 3: kids, poor, learn, deserve, (Experiences of Children in Community & Culture) (11.11%)

Topic 95: pinay moms blogs, moms (Filipino Moms doing a Vlog) (11.11%)

Topic 103: yums, cacao, wong, dangerous (Mixture of Subjects: Jungle, Food, and Pop Culture ) (11.11%)"
R9_qrjJwZp4,FOREIGNER reacts to THINGS I wish I knew BEFORE visiting THE PHILIPPINES,UCryJ4vhASeu7uhXRPOL3WhA,What's up Philippines,https://www.youtube.com/watch?v=R9_qrjJwZp4,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (75.00%)

Topic 10: swim whale sharks, whale (Swimming with Whale Sharks ) (12.50%)

Topic 90: started traveling, trips, trip, (Experiences of a First Time Traveler) (12.50%)"
R9ya0jtNpGs,Foreigners not allowed in this market in Manila? 🇵🇭,UCRMPRZ498l0Bu5xvcvaesuA,Part Time Travelling Family - Eleise and Lawrence,https://www.youtube.com/watch?v=R9ya0jtNpGs,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (91.67%)

Topic 92: shopping malls, shopping malls (Going to Shopping Malls and Street Markets in Manila) (8.33%)"
RBiLFsg_EbY,FOREIGNER’S SHOCKING FIRST IMPRESSION OF THE PHILIPPINES🇵🇭!,UCaAjLj9oGV6VKMYq8FxEwdQ,DORCAS Morounmubo,https://www.youtube.com/watch?v=RBiLFsg_EbY,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (58.33%)

Topic 9: topics taiwan, taiwan, taiwan (Travel to Taiwan & Destinations) (8.33%)

Topic 11: negros negros, black accepting ( Black Experiences and Acceptance) (8.33%)

Topic 85: university campus, campus, universities, (University and Campuses) (8.33%)

Topic 93: sabu, ride, transport, beach, (Island and Beach Travel Experiences) (8.33%)

Topic 110: experience culture shock, biggest (Experiencing Culture Shock) (8.33%)"
RBlt4rwpyyo,Trying Filipino Ube for the first time💜🇵🇭 #couples #girlfriend #boyfriend #foodie #filipinofood,UC2wTnMBvQ_TH0qn5rJl8hWQ,The YUH Family,https://www.youtube.com/watch?v=RBlt4rwpyyo,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (100.00%)"
RD0jioq8SO4,V421 - FOREIGNER BUILDING A CHEAP HOUSE IN THE PHILIPPINES - BAD THUNDERSTORM,UCWjSwkIn2gGgETcZZYaO-6g,The Garcia Family,https://www.youtube.com/watch?v=RD0jioq8SO4,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (71.43%)

Topic 68: kid kid kid, kid (Children's Lives and Relationships ) (14.29%)

Topic 99: cow cow, cow, kick (Cow & Farm Life) (14.29%)"
RE9-FzyT28Q,"FILIPINO SHOPPING MALLS ARE INSANE 🇵🇭 MALL OF ASIA IN MANILA, PHILIPPINES",UCdJAmuo-KkgcJvSoQjPxAWg,Ash and Kels,https://www.youtube.com/watch?v=RE9-FzyT28Q,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (77.78%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (11.11%)

Topic 81: producer coconuts, coconuts producer (Coconut Varieties and Production) (11.11%)"
REvaHqT3uro,WILD First Impressions of El Nido Philippines 🇵🇭,UCpL_tis0ertYh2DSOiCm51g,World Nomac,https://www.youtube.com/watch?v=REvaHqT3uro,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 5: haircut barber, haircuts, haircut, (Barber Services) (8.33%)

Topic 7: wear makeup, makeup, lipstick, (Makeup Products and Application) (8.33%)

Topic 19: halohalo, ube ice cream, (Philippine Halo-Halo Dessert) (8.33%)

Topic 81: producer coconuts, coconuts producer (Coconut Varieties and Production) (8.33%)"
RH1o-98bOxI,"New 6 Star Hotel and Casino In Cebu, Philippines 🇵🇭",UC9DwgmJc-uKnxGavukOy_6w,Aaron Around,https://www.youtube.com/watch?v=RH1o-98bOxI,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (25.00%)

Topic 106: bohol chocolate hills, chocolate (Chocolate Hills in Bohol) (75.00%)"
RIVsa9bHtbQ,[🇵🇭🇰🇷]A Korean family who experienced the Philippine sea for the first time [ fell in love seafood],UCPPBot1bmfYLSDK0lk9Tlcw,Hello Philippines,https://www.youtube.com/watch?v=RIVsa9bHtbQ,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (66.67%)

Topic 106: bohol chocolate hills, chocolate (Chocolate Hills in Bohol) (16.67%)

Topic 111: variations urban legend, urban (Urban Legends and its Variations) (16.67%)"
RJ72QNP1Nws,COOKING FILIPINO FOOD PANDESAL FOR MY FAMILY,UC_hN8xs99S6jnMdYCuJgoJA,Pinoy Planet,https://www.youtube.com/watch?v=RJ72QNP1Nws,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (100.00%)"
RKjCW_RR8qk,What Would The World Do Without The Philippines?,UC7HxIb6bY4-ymtAOS_MGsOw,VI3ION,https://www.youtube.com/watch?v=RKjCW_RR8qk,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (28.57%)

Topic 3: kids, poor, learn, deserve, (Experiences of Children in Community & Culture) (57.14%)

Topic 12: drinkers, drinker, drinking etiquette, (Drinking Culture & Practices) (14.29%)"
RLwU9SQI2Qo,Japanese reaction to Margielyn Didal and Gold Medalist Hidilyn Diaz in Tokyo 2020,UC23SG4XKkSrbhz-bZ2f5Mfw,123JAPAN!,https://www.youtube.com/watch?v=RLwU9SQI2Qo,"Topic -1: kuzon kuzon hilindiasstly, kuzon (Outliers) (20.00%)

Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (80.00%)"
RNp9dshmsqQ,A Reminder of What Music is really about | Waleska & Efra react to UNEXPECTED Filipino Singer,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,https://www.youtube.com/watch?v=RNp9dshmsqQ,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (77.78%)

Topic 36: officer meijii yoshimi, meijii (Officer Meijii Yoshimi and the Onoda Incident) (11.11%)

Topic 64: bgc modern manila, manila, (Bonifacio Global City, Taguig, Metro Manila) (11.11%)"
RUipBSnN2tA,"24 HOURS IN PARADISE 🇵🇭 SIQUIJOR ISLAND, THE PHILIPPINES",UCdJAmuo-KkgcJvSoQjPxAWg,Ash and Kels,https://www.youtube.com/watch?v=RUipBSnN2tA,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (75.00%)

Topic 10: swim whale sharks, whale (Swimming with Whale Sharks ) (12.50%)

Topic 81: producer coconuts, coconuts producer (Coconut Varieties and Production) (12.50%)"
RUmFeFqFUWw,"The Philippines most TERRIFYING EXPERIENCE! Canyoneering at Kawasan Falls Cebu, The Philippines! 🇵🇭",UCbDelWG0lH_xzQjnH-bNB_w,josie lifts things,https://www.youtube.com/watch?v=RUmFeFqFUWw,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (35.71%)

Topic 59: rainy season, rainy, windy, (Rainy Season) (14.29%)

Topic 64: bgc modern manila, manila, (Bonifacio Global City, Taguig, Metro Manila) (7.14%)

Topic 101: koreans bars, mindanao, koreans, (Korean Presence and Community in Mindanao) (7.14%)

Topic 103: yums, cacao, wong, dangerous (Mixture of Subjects: Jungle, Food, and Pop Culture ) (7.14%)

Topic 107: bano guilla bano, sila, (Unclear Repeated Terms) (7.14%)

Topic 108: ranger scout, navigation scout (Recruiting Scout Rangers) (14.29%)

Topic 115: bike shop, bike rent, (Bicycle & Tricycle Rental) (7.14%)"
RWEssVacb00,Foreigners Find Out IloIlo Is Very Modern! Will We Move Here? 🇵🇭,UCQQyW9Ki62OmGzHedws7xlQ,That Philippines Life,https://www.youtube.com/watch?v=RWEssVacb00,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (61.54%)

Topic 18: sagada, adore adore, buried, (Sagada Burial Caves & Hanging Coffins) (7.69%)

Topic 40: worlds largest solar, largest (Largest Solar Power Projects in Manila / Southeast Asia) (15.38%)

Topic 54: manila cathedral church, manila (Manila Cathedral) (7.69%)

Topic 78: thatd funny, bob mali, (Funny Conversations and Socializing ft. Bob Marley) (7.69%)"
RXrKUTh81oU,3 reasons FOREIGNERS decided to LIVE in the PHILIPPINES,UCCgVh36x3hbuRnHMpwl443Q,Music Game News,https://www.youtube.com/watch?v=RXrKUTh81oU,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (70.00%)

Topic 1: speak language, language speak, (Learning and Speaking Foreign Language) (10.00%)

Topic 47: singer, dance dance dance, (Singing and Dancing Stars) (10.00%)

Topic 120: winning game, game winning, (Winning Games and Excitement ) (10.00%)"
RXwlAB4nMJU,Korean Girl become Addicted to Filipino Drink!🇵🇭🇰🇷❤️,UCIgeYqubI5M8LoLCcZqwlpw,kelly,https://www.youtube.com/watch?v=RXwlAB4nMJU,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (75.00%)

Topic 26: local coffee, coffee shops, (Local Coffee and Coffee Shops) (8.33%)

Topic 34: squid squid, squid squid (Squid) (8.33%)

Topic 86: filipina, christian filipina, davao (Characteristics of Filipinas from Davao) (8.33%)"
RYRP-hsBHik,BAREFACED: FILIPINO Celebrities take their MAKE UP OFF! THAI-CANADIAN REACTION,UCvsb2dwX9pL-_QX8blpQ_Ag,Max & Sujy 맥스와 수지,https://www.youtube.com/watch?v=RYRP-hsBHik,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (8.33%)

Topic 7: wear makeup, makeup, lipstick, (Makeup Products and Application) (91.67%)"
RYmsgBhcFcM,Trying Filipino Seafood & More At Gerry's Grill (We Met Gerry?!) 🇵🇭,UCRzBNJTsBe2rq6pkyXeaj1A,TriFate Lifestyle,https://www.youtube.com/watch?v=RYmsgBhcFcM,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (75.00%)

Topic 19: halohalo, ube ice cream, (Philippine Halo-Halo Dessert) (18.75%)

Topic 107: bano guilla bano, sila, (Unclear Repeated Terms) (6.25%)"
RZH9EsQmYu4,WHAT OTHER'S THINGS THAT FOREIGNERS Don't LIKE IN THE  PHILIPPINES??,UCt9BTGSxATM6axwfTY4KnEg,A Foreigner in the Philippines,https://www.youtube.com/watch?v=RZH9EsQmYu4,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (75.00%)

Topic 112: traveling cheap transports, cheap (Cheap Transportation while Travelling) (25.00%)"
Ra6ztNcUlsY,"Solo Adventure Through The ""Worst"" Slum in The Philippines 🇵🇭 (Tondo)",UCWkguf2p-KFU5uE7iXJuj5g,Marco Roams,https://www.youtube.com/watch?v=Ra6ztNcUlsY,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (80.00%)

Topic 92: shopping malls, shopping malls (Going to Shopping Malls and Street Markets in Manila) (10.00%)

Topic 116: como esta, chicken, chicken (Chicken & its Specific Related Dishes ) (10.00%)"
RadVvPxGsZk,Foreigner Building a house in the Philippines 🇵🇭,UCBhnGs1nD_ixIGWkJUYkfRQ,Building the Philippines with Wilma & Greg,https://www.youtube.com/watch?v=RadVvPxGsZk,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (87.50%)

Topic 83: conduit, tiles, shovel, balic, (Building Materials and Tools for Construction) (12.50%)"
RanyrxILSDk,"DON'T MISS THIS town in Palawan, The Philippines! 🇵🇭",UCbDelWG0lH_xzQjnH-bNB_w,josie lifts things,https://www.youtube.com/watch?v=RanyrxILSDk,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (70.00%)

Topic 26: local coffee, coffee shops, (Local Coffee and Coffee Shops) (10.00%)

Topic 34: squid squid, squid squid (Squid) (10.00%)

Topic 73: binondo chinatown manila, chinatown (Chinatown Manila) (10.00%)"
Rbw48sZhAdo,Reuniting with My Childhood Filipino Babysitter 🇵🇭,UCxBWeubuZrc8sQE_bXytgUQ,Justin & Alina,https://www.youtube.com/watch?v=Rbw48sZhAdo,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (55.26%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (2.63%)

Topic 3: kids, poor, learn, deserve, (Experiences of Children in Community & Culture) (2.63%)

Topic 11: negros negros, black accepting ( Black Experiences and Acceptance) (2.63%)

Topic 17: filipinawives, filipina couples, filipina, (Filipino Partner & Tourist Visas) (2.63%)

Topic 19: halohalo, ube ice cream, (Philippine Halo-Halo Dessert) (5.26%)

Topic 48: friends heart, heart friends (Friendships) (2.63%)

Topic 58: pool bar pool, bar (Drinks & Relaxation by the Pool) (2.63%)

Topic 62: morning cinema, cinema continue, (Cinema & Watching Movies) (2.63%)

Topic 78: thatd funny, bob mali, (Funny Conversations and Socializing ft. Bob Marley) (5.26%)

Topic 79: aunt girl, akong telepono (Kids Asking Aunt to Charge Phone) (2.63%)

Topic 91: manila surrounding cities, manila (Metro Manila as the National Capital Region) (2.63%)

Topic 103: yums, cacao, wong, dangerous (Mixture of Subjects: Jungle, Food, and Pop Culture ) (2.63%)

Topic 105: dig, procure, brother jay, (Unclear Repeated Terms) (2.63%)

Topic 106: bohol chocolate hills, chocolate (Chocolate Hills in Bohol) (2.63%)

Topic 118: pondi, happy baby, ready, (Mommy and Baby's Morning Events ) (2.63%)"
RdV479yOk70,Foreigner and Filipina House Build Philippines 16 Oct 22. @LeRocphilippines5539,UCQYkvXhPNaRxlu-jAI5_5Zg,LeRoc Living My Life Philippines,https://www.youtube.com/watch?v=RdV479yOk70,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (57.14%)

Topic 40: worlds largest solar, largest (Largest Solar Power Projects in Manila / Southeast Asia) (14.29%)

Topic 105: dig, procure, brother jay, (Unclear Repeated Terms) (28.57%)"
Rg1ONQOf4L8,Welcome to Boracay Island | BEST Island in the Philippines?,UCvnH8hXGvQxe3uafTUMb2xg,Davion West,https://www.youtube.com/watch?v=Rg1ONQOf4L8,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (75.00%)

Topic 71: dog losin losin, losin (Dog Losing / Being Lost) (25.00%)"
Rh_Od2wkQcc,HUNGARIAN GIRL TRYING FILIPINO SNACKS FOR THE FIRST TIME!😱,UCKLlmM881k4QZN-iUAFIQfw,Susie in the Philippines,https://www.youtube.com/watch?v=Rh_Od2wkQcc,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (50.00%)

Topic 7: wear makeup, makeup, lipstick, (Makeup Products and Application) (16.67%)

Topic 68: kid kid kid, kid (Children's Lives and Relationships ) (25.00%)

Topic 101: koreans bars, mindanao, koreans, (Korean Presence and Community in Mindanao) (8.33%)"
Ro8sQ6CGin8,FIRST TIME Eating JOLLIBEE in The Philippines | Honest Review |,UC9DwgmJc-uKnxGavukOy_6w,Aaron Around,https://www.youtube.com/watch?v=Ro8sQ6CGin8,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (57.14%)

Topic 72: watch jollibee commercials, reacting (Watching Kwentong Jollibee Commercial) (42.86%)"
RoBe35avn8k,"ARABS Trying FILIPINO Street Food For the First Time! 🇵🇭 (Isaw, Kwek Kwek, Lumpia Ubod etc.)",UCrPo31V8wpuuCMseyzEDZMQ,The Hungry Syrian Wanderer,https://www.youtube.com/watch?v=RoBe35avn8k,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (71.43%)

Topic 13: quail egg, egg yolk, (Balut and other Eggs) (7.14%)

Topic 19: halohalo, ube ice cream, (Philippine Halo-Halo Dessert) (7.14%)

Topic 34: squid squid, squid squid (Squid) (14.29%)"
RoKQM1n6gIA,He wishes he was Filipino 😂😭 | Latinos react to NEW Filipino Singing TIKTOKS | Vol 19,UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,https://www.youtube.com/watch?v=RoKQM1n6gIA,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (77.78%)

Topic 47: singer, dance dance dance, (Singing and Dancing Stars) (11.11%)

Topic 68: kid kid kid, kid (Children's Lives and Relationships ) (11.11%)"
RsRT-S90As8,FIRST TIME REACTION TO FILIPINO (P-POP) SINGER: AMAKABOGERA - Maymay Entrata,UCBGWdISBOCKGE0IbL7_S3oQ,kazincredible,https://www.youtube.com/watch?v=RsRT-S90As8,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (75.00%)

Topic 47: singer, dance dance dance, (Singing and Dancing Stars) (25.00%)"
RupvFbi5e2s,How Often Do You Filipinos Speak in English!? JAPANESE REACTION,UCqCI4i-mZ4Cu6Kr8emMaf1A,RYU JAPAN,https://www.youtube.com/watch?v=RupvFbi5e2s,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (25.00%)

Topic 1: speak language, language speak, (Learning and Speaking Foreign Language) (50.00%)

Topic 23: winter summer cold, summer (Seasons and Weather ) (25.00%)"
Ruw_8VF8HPU,"First Time Drinking Kamias, Philippines!",UCVWSmD7gyvZv7fpcgF-oiCQ,Mirco Tere & Bella,https://www.youtube.com/watch?v=Ruw_8VF8HPU,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (60.00%)

Topic 107: bano guilla bano, sila, (Unclear Repeated Terms) (40.00%)"
S1ITUnYLqOQ,Latinos react Katrina Velarde SINGING in PERFECT SPANISH - Oye Beyonce (Cover),UCPAz3hWHiBC-c1x4K0-atsg,Waleska Herrera,https://www.youtube.com/watch?v=S1ITUnYLqOQ,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (41.67%)

Topic 1: speak language, language speak, (Learning and Speaking Foreign Language) (25.00%)

Topic 2: christmas merry christmas, celebrate (Christmas Season & Celebration) (8.33%)

Topic 11: negros negros, black accepting ( Black Experiences and Acceptance) (8.33%)

Topic 53: war cuba, called cuba (War & Conflict in Cuba & Spain) (8.33%)

Topic 114: circle circle circle, hobbit (Specific Venues: Circle Hall, Hobbit House, and Themed Spots ) (8.33%)"
S3N0vl_wBD0,Dutch Family Trying Three Types Of Filipino Food!!,UC_hN8xs99S6jnMdYCuJgoJA,Pinoy Planet,https://www.youtube.com/watch?v=S3N0vl_wBD0,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (75.00%)

Topic 19: halohalo, ube ice cream, (Philippine Halo-Halo Dessert) (25.00%)"
S4dDVYH72MI,FIGHTER BOYS Would LOVE This Place! (Wild Filipino Jungle Pool In Samar),UCqdBWKP4_8bU-Rsk2LvVz6Q,BecomingFilipino,https://www.youtube.com/watch?v=S4dDVYH72MI,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (75.00%)

Topic 6: species crocodile, crocodiles, crocodile (Wildlife Species & Conservation) (12.50%)

Topic 17: filipinawives, filipina couples, filipina, (Filipino Partner & Tourist Visas) (12.50%)"
S6jRwPIKIVM,Trying To Make Filipino Lechon Belly More Tasty Than Before!,UC_hN8xs99S6jnMdYCuJgoJA,Pinoy Planet,https://www.youtube.com/watch?v=S6jRwPIKIVM,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (60.00%)

Topic 7: wear makeup, makeup, lipstick, (Makeup Products and Application) (20.00%)

Topic 34: squid squid, squid squid (Squid) (20.00%)"
S8U0sCHork8,"Are Women Now Moving to Live, Work, or Retire in the Philippines?",UCL8IPpUd7kIfEoPgTl2LzPA,Paul in the Philippines Old Dog New Tricks,https://www.youtube.com/watch?v=S8U0sCHork8,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (37.50%)

Topic 3: kids, poor, learn, deserve, (Experiences of Children in Community & Culture) (37.50%)

Topic 11: negros negros, black accepting ( Black Experiences and Acceptance) (12.50%)

Topic 78: thatd funny, bob mali, (Funny Conversations and Socializing ft. Bob Marley) (12.50%)"
SAh_qq8ipBU,153 Days of War in Marawi (British Army Soldier Reacts),UCiSfjwYIGaLIHI7fHbyCpiw,Military Combat Network,https://www.youtube.com/watch?v=SAh_qq8ipBU,"Topic 4: battalion combat, armed forces, (Military Assets, Combat, Strategies) (96.15%)

Topic 72: watch jollibee commercials, reacting (Watching Kwentong Jollibee Commercial) (3.85%)"
SBWBp125e4Y,"🇵🇭 American Couple Reacts ""TOP 6 THINGS TO DO IN CEBU, PHILIPPINES IN 2023""",UCo5IPeTfhzXzzNB64ALUSUw,The Demouchets REACT,https://www.youtube.com/watch?v=SBWBp125e4Y,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (50.00%)

Topic 10: swim whale sharks, whale (Swimming with Whale Sharks ) (33.33%)

Topic 17: filipinawives, filipina couples, filipina, (Filipino Partner & Tourist Visas) (16.67%)"
SDHspt6VI2s,Finding a SCHOOL in the PHILIPPINES for our FOREIGNER child | Meeting and Supporting Local Business!,UCobYD8WgP3GPOqgvXF2Yy1w,Adam and Jane's Lifestyle,https://www.youtube.com/watch?v=SDHspt6VI2s,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (50.00%)

Topic 85: university campus, campus, universities, (University and Campuses) (50.00%)"
SLJriYf-8gY,FOREIGNER LIFE IN MANILA PHILIPPINES |FOREIGNER DAILY BUDGET FOR FOOD |COST OF LIVING IN PHILIPPINES,UC_nGEYgqzTuyFbHCZELMC2w,Merryjuj,https://www.youtube.com/watch?v=SLJriYf-8gY,"Topic 0: delicious, eating, restaurant, dish, (Delicious Dishes and Dining) (57.14%)

Topic 15: walk beach, beach, beach (Walking by the Beach Experience) (28.57%)

Topic 55: restaurant baguio, tuguguru tuguguru, (Food & Destination in Baguio) (14.29%)"
