Video Id,Video Title,Link,BERTopic Topics
MQUbxkPd_dg,FOREIGNER INSULTED For Traveling To The Philippines For LOVE ❤️,https://www.youtube.com/watch?v=MQUbxkPd_dg,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (35.71%)

Topic 3: Topic 3: Experiences of (Topic 3: Experiences of Children in Community & Culture) (35.71%)

Topic 57: Topic 57: Filipino Marriage (Topic 57: Filipino Marriage) (7.14%)

Topic 60: Topic 60: Louis Huang (Topic 60: Louis Huang (Internation Actor)) (14.29%)

Topic 78: Topic 78: Funny Conversations (Topic 78: Funny Conversations and Socializing ft. Bob Marley) (7.14%)
"
MRP6KKzJ7Cw,A Foreigner's Guide to Thriving in the Philippines 🇵🇭 #shorts #philippines,https://www.youtube.com/watch?v=MRP6KKzJ7Cw,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (60.00%)

Topic 43: Topic 43: Trip to (Topic 43: Trip to a Beach Destination) (40.00%)
"
MRQ7_4CsCBk,"""Voltes V Legacy Philippines"" Japanese Reaction",https://www.youtube.com/watch?v=MRQ7_4CsCBk,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (80.00%)

Topic 72: Topic 72: Watching Kwentong (Topic 72: Watching Kwentong Jollibee Commercial) (20.00%)
"
MVnktQ5YmlY,OUR FIRST TIME IN MANILA PHILIPPINES!,https://www.youtube.com/watch?v=MVnktQ5YmlY,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (50.00%)

Topic 5: Topic 5: Barber Services (Topic 5: Barber Services) (8.33%)

Topic 19: Topic 19: Philippine Halo-Halo (Topic 19: Philippine Halo-Halo Dessert) (8.33%)

Topic 35: Topic 35: Famous and (Topic 35: Famous and Expensive Wedding Gowns) (8.33%)

Topic 66: Topic 66: Pinay Moms (Topic 66: Pinay Moms Content and Viewer Engagement ) (8.33%)

Topic 92: Topic 92: Going to (Topic 92: Going to Shopping Malls and Street Markets in Manila) (8.33%)

Topic 106: Topic 106: Chocolate Hills (Topic 106: Chocolate Hills in Bohol) (8.33%)
"
MXK1zjOEAP8,THIS IS ESSENTIAL!...  Living in the PHILIPPINES PROVINCE | Foreigner and Filipina Simple Life,https://www.youtube.com/watch?v=MXK1zjOEAP8,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (77.78%)

Topic 28: Topic 28: Mixed Martial (Topic 28: Mixed Martial Arts and Fighting ) (11.11%)

Topic 40: Topic 40: Largest Solar (Topic 40: Largest Solar Power Projects in Manila / Southeast Asia) (11.11%)
"
MYYXYv1CeXc,$15 CRAZY DAY at Manila theme park  🇵🇭,https://www.youtube.com/watch?v=MYYXYv1CeXc,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (85.71%)

Topic 109: Topic 109: Mango Fruit (Topic 109: Mango Fruit) (7.14%)

Topic 116: Topic 116: Chicken & (Topic 116: Chicken & its Specific Related Dishes ) (7.14%)
"
MYiU3RxXWKE,FUNNIEST MUKBANG | Try not to Laugh Challenge (ENG SUB),https://www.youtube.com/watch?v=MYiU3RxXWKE,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (42.86%)

Topic 28: Topic 28: Mixed Martial (Topic 28: Mixed Martial Arts and Fighting ) (14.29%)

Topic 84: Topic 84: Unclear Repeated (Topic 84: Unclear Repeated Terms (Noise)) (14.29%)

Topic 120: Topic 120: Winning Games (Topic 120: Winning Games and Excitement ) (28.57%)
"
MYxDGf35jck,"🇵🇭| CEBU, Philippines CARBON LOCAL MARKET TOUR. EATING BALUT AND EXPLORING.",https://www.youtube.com/watch?v=MYxDGf35jck,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (42.86%)

Topic 13: Topic 13: Balut and (Topic 13: Balut and other Eggs) (14.29%)

Topic 65: Topic 65: Satisfying Hunger (Topic 65: Satisfying Hunger with Delicious Food) (14.29%)

Topic 73: Topic 73: Chinatown Manila (Topic 73: Chinatown Manila) (14.29%)

Topic 81: Topic 81: Coconut Varieties (Topic 81: Coconut Varieties and Production) (14.29%)
"
MZrAxGNnjSk,Celebrating New Years In The Philippines For The First Time! (Huge Surprise In The Mail),https://www.youtube.com/watch?v=MZrAxGNnjSk,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (42.86%)

Topic 2: Topic 2: Christmas Season (Topic 2: Christmas Season & Celebration) (14.29%)

Topic 3: Topic 3: Experiences of (Topic 3: Experiences of Children in Community & Culture) (4.76%)

Topic 7: Topic 7: Makeup Products (Topic 7: Makeup Products and Application) (9.52%)

Topic 34: Topic 34: Squid (Topic 34: Squid) (4.76%)

Topic 38: Topic 38: Basilicas and (Topic 38: Basilicas and Cathedrals in the Philippines) (4.76%)

Topic 89: Topic 89: Mango Fruit (Topic 89: Mango Fruit) (4.76%)

Topic 92: Topic 92: Going to (Topic 92: Going to Shopping Malls and Street Markets in Manila) (4.76%)

Topic 94: Topic 94: Friendly and (Topic 94: Friendly and Romantic Relationships ) (4.76%)

Topic 99: Topic 99: Cow & (Topic 99: Cow & Farm Life) (4.76%)
"
M_LqzLGt9h4,Parties Sound like this in the PHILIPPINES!? Latinos react to NEW VIRAL Filipino Singers on TikTok,https://www.youtube.com/watch?v=M_LqzLGt9h4,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (77.78%)

Topic 1: Topic 1: Learning and (Topic 1: Learning and Speaking Foreign Language) (11.11%)

Topic 3: Topic 3: Experiences of (Topic 3: Experiences of Children in Community & Culture) (11.11%)
"
M_VlwYFRQJk,The Filipino Restaurant Singing BEASTS!| Waleska & Efra react to Madrigal Singers singing in public,https://www.youtube.com/watch?v=M_VlwYFRQJk,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (100.00%)
"
M_XUw3tno9U,Now You can't tell me this is NORMAL!? Latinos react to Filipino Esthetician SINGING Whilst Working,https://www.youtube.com/watch?v=M_XUw3tno9U,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (66.67%)

Topic 23: Topic 23: Seasons and (Topic 23: Seasons and Weather ) (16.67%)

Topic 47: Topic 47: Singing and (Topic 47: Singing and Dancing Stars) (16.67%)
"
M_zxfX-BJK4,Americans React - The BIGGEST CULTURE SHOCK in the Philippines! By @RogerIsmiVlogs,https://www.youtube.com/watch?v=M_zxfX-BJK4,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (100.00%)
"
MdRI-Yy1jkY,Jollibee Chickenwich Review | Original & Spicy Crispy NEW Jollibee Chicken Sandwich | Filipino Food,https://www.youtube.com/watch?v=MdRI-Yy1jkY,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (72.73%)

Topic 19: Topic 19: Philippine Halo-Halo (Topic 19: Philippine Halo-Halo Dessert) (9.09%)

Topic 65: Topic 65: Satisfying Hunger (Topic 65: Satisfying Hunger with Delicious Food) (9.09%)

Topic 110: Topic 110: Experiencing Culture (Topic 110: Experiencing Culture Shock) (9.09%)
"
MdtqytowWeY,JAPANESE VOCAL COACH REACTION / Naruto Shippuden OP: Blue Bird - Ikimonogakari by Mona Gonzales,https://www.youtube.com/watch?v=MdtqytowWeY,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (25.00%)

Topic 1: Topic 1: Learning and (Topic 1: Learning and Speaking Foreign Language) (25.00%)

Topic 104: Topic 104: Singing of (Topic 104: Singing of Songs) (50.00%)
"
MdzdP0rHXtA,Our FAMILY FARMLAND TOUR IN THE PHILIPPINES MOUNTAINS - Foreigner's life in the Province,https://www.youtube.com/watch?v=MdzdP0rHXtA,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (85.71%)

Topic 89: Topic 89: Mango Fruit (Topic 89: Mango Fruit) (14.29%)
"
MfHl1wK6StQ,FOREIGNERS react to TOP 10 Luxury Resorts in PALAWAN PHILIPPINES!,https://www.youtube.com/watch?v=MfHl1wK6StQ,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (66.67%)

Topic 10: Topic 10: Swimming with (Topic 10: Swimming with Whale Sharks ) (16.67%)

Topic 43: Topic 43: Trip to (Topic 43: Trip to a Beach Destination) (8.33%)

Topic 44: Topic 44: Dating & (Topic 44: Dating & Relationships Setup) (8.33%)
"
MfftS_h6sNQ,5 Reasons Foreigners Fall In Love With The Philippines,https://www.youtube.com/watch?v=MfftS_h6sNQ,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (66.67%)

Topic 10: Topic 10: Swimming with (Topic 10: Swimming with Whale Sharks ) (33.33%)
"
Mg58cqXP4q4,This is what foreigners in the Philippines REALLY think of Filipino people | HONEST REACTION,https://www.youtube.com/watch?v=Mg58cqXP4q4,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (80.00%)

Topic 47: Topic 47: Singing and (Topic 47: Singing and Dancing Stars) (10.00%)

Topic 111: Topic 111: Urban Legends (Topic 111: Urban Legends and its Variations) (10.00%)
"
Mh9ihmJl2cw,FOREIGNER’S LIFE ENJOYING HIS RETIREMENT IN THE PHILIPPINES,https://www.youtube.com/watch?v=Mh9ihmJl2cw,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (100.00%)
"
MhC8j6zwpLg,THIS IS HARD FOR ME AS A FOREIGNER LIVING IN THE PHILIPPINES 🇵🇭 | Life in the Province - Family Vlog,https://www.youtube.com/watch?v=MhC8j6zwpLg,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (83.33%)

Topic 63: Topic 63: Filipino Food (Topic 63: Filipino Food) (16.67%)
"
MhX6041_O9Y,Foreigners Who Love the Philippines (Bloggers),https://www.youtube.com/watch?v=MhX6041_O9Y,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (33.33%)

Topic 36: Topic 36: Officer Meijii (Topic 36: Officer Meijii Yoshimi and the Onoda Incident) (33.33%)

Topic 65: Topic 65: Satisfying Hunger (Topic 65: Satisfying Hunger with Delicious Food) (33.33%)
"
MitgWktj-BY,V545 - FOREIGNER BUILDING A CHEAP HOUSE IN THE PHILIPPINES - BATHROOM FLOOR DIY - THE GARCIA FAMILY,https://www.youtube.com/watch?v=MitgWktj-BY,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (31.25%)

Topic 2: Topic 2: Christmas Season (Topic 2: Christmas Season & Celebration) (6.25%)

Topic 32: Topic 32: Dogs (Topic 32: Dogs) (12.50%)

Topic 33: Topic 33: San Miguel (Topic 33: San Miguel Corporation) (6.25%)

Topic 34: Topic 34: Squid (Topic 34: Squid) (6.25%)

Topic 63: Topic 63: Filipino Food (Topic 63: Filipino Food) (12.50%)

Topic 68: Topic 68: Children's Lives (Topic 68: Children's Lives and Relationships ) (6.25%)

Topic 83: Topic 83: Building Materials (Topic 83: Building Materials and Tools for Construction) (6.25%)

Topic 96: Topic 96: Cats & (Topic 96: Cats & Rats) (6.25%)

Topic 98: Topic 98: Activities and (Topic 98: Activities and Discussions in Morong, Bataan ) (6.25%)
"
MjL05yopUzw,IS BOHOL PHILIPPINES WORTH to VISIT? First time at CHOCOLATE HILLS in BOHOL (We saw TARSIERS!),https://www.youtube.com/watch?v=MjL05yopUzw,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (55.56%)

Topic 64: Topic 64: Bonifacio Global (Topic 64: Bonifacio Global City, Taguig, Metro Manila) (11.11%)

Topic 106: Topic 106: Chocolate Hills (Topic 106: Chocolate Hills in Bohol) (22.22%)

Topic 115: Topic 115: Bicycle & (Topic 115: Bicycle & Tricycle Rental) (11.11%)
"
MovIpxxyOlo,Philippines SCARIEST FOOD! Catching and eating Wild Tamilok in Palawan,https://www.youtube.com/watch?v=MovIpxxyOlo,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (75.00%)

Topic 6: Topic 6: Wildlife Species (Topic 6: Wildlife Species & Conservation) (25.00%)
"
Mqg3qC6Ly3k,Foreigners SHOCKED in SIQUIJOR Island (EMOTIONAL Moment) – Philippines Travel,https://www.youtube.com/watch?v=Mqg3qC6Ly3k,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (75.00%)

Topic 2: Topic 2: Christmas Season (Topic 2: Christmas Season & Celebration) (12.50%)

Topic 48: Topic 48: Friendships (Topic 48: Friendships) (12.50%)
"
MrEgR1mpbLY,Foreigner Builds Bamboo Hut in the Philippines- Getting Bamboo from Forest - Province Life,https://www.youtube.com/watch?v=MrEgR1mpbLY,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (83.33%)

Topic 47: Topic 47: Singing and (Topic 47: Singing and Dancing Stars) (16.67%)
"
MraeBd8ft78,Americans React to Philippines | Boracay Islands,https://www.youtube.com/watch?v=MraeBd8ft78,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (60.00%)

Topic 15: Topic 15: Walking by (Topic 15: Walking by the Beach Experience) (20.00%)

Topic 33: Topic 33: San Miguel (Topic 33: San Miguel Corporation) (10.00%)

Topic 64: Topic 64: Bonifacio Global (Topic 64: Bonifacio Global City, Taguig, Metro Manila) (10.00%)
"
MvEJCA9q2bk,FIRST TIME at the AMAZING Seoul Sky | Christmas in Philippines 🇵🇭,https://www.youtube.com/watch?v=MvEJCA9q2bk,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (75.00%)

Topic 89: Topic 89: Mango Fruit (Topic 89: Mango Fruit) (25.00%)
"
Mvjmt7bfpjM,PSBRC Class Kasandagan CARTC REACTION!!  Philippine Ninja?,https://www.youtube.com/watch?v=Mvjmt7bfpjM,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (83.33%)

Topic 28: Topic 28: Mixed Martial (Topic 28: Mixed Martial Arts and Fighting ) (16.67%)
"
N-cRDwAUgFE,THIS Is Why Foreigners LOVE Philippines EMOTIONAL Filipino Birthday Sunrise 🇵🇭 (PAPANG'S MAÑANITA),https://www.youtube.com/watch?v=N-cRDwAUgFE,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (62.50%)

Topic 2: Topic 2: Christmas Season (Topic 2: Christmas Season & Celebration) (25.00%)

Topic 5: Topic 5: Barber Services (Topic 5: Barber Services) (12.50%)
"
N30eSJCl5Cs,Dutch Parents Try Classic Filipino Food Ginisang Monggo!,https://www.youtube.com/watch?v=N30eSJCl5Cs,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (100.00%)
"
N3Cit-AE43o,Foreigners ONLY EAT JOLLIBEE for 24HOURS in Philippines!!,https://www.youtube.com/watch?v=N3Cit-AE43o,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (83.33%)

Topic 19: Topic 19: Philippine Halo-Halo (Topic 19: Philippine Halo-Halo Dessert) (16.67%)
"
N7Are3AU9oQ,"Americans React to Batanes , Philippines | So Gorgeous !",https://www.youtube.com/watch?v=N7Are3AU9oQ,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (66.67%)

Topic 43: Topic 43: Trip to (Topic 43: Trip to a Beach Destination) (16.67%)

Topic 83: Topic 83: Building Materials (Topic 83: Building Materials and Tools for Construction) (16.67%)
"
N7UQv3UImGA,Korean Guys React to 10 Most Difficult TAGALOG Words (ENG SUB),https://www.youtube.com/watch?v=N7UQv3UImGA,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (15.38%)

Topic 1: Topic 1: Learning and (Topic 1: Learning and Speaking Foreign Language) (46.15%)

Topic 17: Topic 17: Filipino Partner (Topic 17: Filipino Partner & Tourist Visas) (7.69%)

Topic 58: Topic 58: Drinks & (Topic 58: Drinks & Relaxation by the Pool) (7.69%)

Topic 91: Topic 91: Metro Manila (Topic 91: Metro Manila as the National Capital Region) (7.69%)

Topic 96: Topic 96: Cats & (Topic 96: Cats & Rats) (7.69%)

Topic 117: Topic 117: Filipino Phrases (Topic 117: Filipino Phrases) (7.69%)
"
N7ZUJU_8vU4,EX NI MISTER+ KAMUSTA ANG PUSO?!🤭 Mia Sandoval,https://www.youtube.com/watch?v=N7ZUJU_8vU4,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (71.43%)

Topic 2: Topic 2: Christmas Season (Topic 2: Christmas Season & Celebration) (14.29%)

Topic 62: Topic 62: Filipino Food (Topic 62: Filipino Food) (14.29%)
"
N8cAs9bt1Yo,Foreigner FIRST time in Philippines Province,https://www.youtube.com/watch?v=N8cAs9bt1Yo,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (66.67%)

Topic 6: Topic 6: Wildlife Species (Topic 6: Wildlife Species & Conservation) (33.33%)
"
N9TpNi2-T3E,FILIPINAS FREAK OUT SEEING FOREIGNERS IN THEIR VILLAGE,https://www.youtube.com/watch?v=N9TpNi2-T3E,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (80.00%)

Topic 8: Topic 8: Philippines’ Dating (Topic 8: Philippines’ Dating & Relationship of Females) (20.00%)
"
N9ZT_Ot_1ao,Is it Okay to Marry Filipina?ㅣAsking 90Yrs Old Korean Grandma a Question..,https://www.youtube.com/watch?v=N9ZT_Ot_1ao,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (50.00%)

Topic 44: Topic 44: Dating & (Topic 44: Dating & Relationships Setup) (12.50%)

Topic 52: Topic 52: Poverty Porn (Topic 52: Poverty Porn Content in YouTube) (25.00%)

Topic 67: Topic 67: Language Education (Topic 67: Language Education and Learning Experiences) (12.50%)
"
N9jNHnPi9is,Korean React to Kyline Alcantara | She grew up so well 😲,https://www.youtube.com/watch?v=N9jNHnPi9is,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (25.00%)

Topic 7: Topic 7: Makeup Products (Topic 7: Makeup Products and Application) (25.00%)

Topic 74: Topic 74: Philippine Beauty (Topic 74: Philippine Beauty Pageant & Miss Universe) (25.00%)

Topic 119: Topic 119: Common Filipino (Topic 119: Common Filipino Dishes) (25.00%)
"
N9uOmaqVGI0,FOREIGNERS react to Kwentong JOLLIBEE AD 2021: Long Distance Relationship - it got EMOTIONAL!,https://www.youtube.com/watch?v=N9uOmaqVGI0,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (60.00%)

Topic 3: Topic 3: Experiences of (Topic 3: Experiences of Children in Community & Culture) (20.00%)

Topic 8: Topic 8: Philippines’ Dating (Topic 8: Philippines’ Dating & Relationship of Females) (20.00%)
"
NAvDcsxVazo,How's the HEALTHCARE in the Philippines? (Foreigners share their experiences),https://www.youtube.com/watch?v=NAvDcsxVazo,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (66.67%)

Topic 8: Topic 8: Philippines’ Dating (Topic 8: Philippines’ Dating & Relationship of Females) (13.33%)

Topic 10: Topic 10: Swimming with (Topic 10: Swimming with Whale Sharks ) (6.67%)

Topic 20: Topic 20: Travel Immigration (Topic 20: Travel Immigration & Visa Processes) (6.67%)

Topic 43: Topic 43: Trip to (Topic 43: Trip to a Beach Destination) (6.67%)
"
NBRsHSvnax4,Koreans Try Pinoy Chicken w/ Rice for the First Time 🍗 | Korean Ate,https://www.youtube.com/watch?v=NBRsHSvnax4,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (100.00%)
"
NBVO7zfPBgA,Foreigner Tries CHICKEN ADOBO for the FIRST TIME in Manila!,https://www.youtube.com/watch?v=NBVO7zfPBgA,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (83.33%)

Topic 19: Topic 19: Philippine Halo-Halo (Topic 19: Philippine Halo-Halo Dessert) (16.67%)
"
NBndpEzd9CI,"Americans trying Filipino food, top 15 Filipino dishes #filipinofood",https://www.youtube.com/watch?v=NBndpEzd9CI,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (100.00%)
"
NBsOGUsBONc,Foreigners FIRST TIME IN BGC (Bonifacio Global City) Manila: Most Modern City in the world?,https://www.youtube.com/watch?v=NBsOGUsBONc,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (87.50%)

Topic 108: Topic 108: Recruiting Scout (Topic 108: Recruiting Scout Rangers) (12.50%)
"
NDW-jpl6MZM,Filipinos During a Typhoon!,https://www.youtube.com/watch?v=NDW-jpl6MZM,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (25.00%)

Topic 27: Topic 27: Listening & (Topic 27: Listening & Watching Loved Ones Depart ) (25.00%)

Topic 31: Topic 31: Severe Weather (Topic 31: Severe Weather & Life in Storm-Prone Regions ) (25.00%)

Topic 105: Topic 105: Unclear Repeated (Topic 105: Unclear Repeated Terms) (25.00%)
"
NDjX8DFVM7w,FOREIGNER reacts to WHY PHILIPPINES Has So Much FOREIGN RESERVES,https://www.youtube.com/watch?v=NDjX8DFVM7w,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (20.00%)

Topic 40: Topic 40: Largest Solar (Topic 40: Largest Solar Power Projects in Manila / Southeast Asia) (80.00%)
"
NEDLWRSapp0,Trying My Husband's Favorite Filipino Foods (Bacolod Food Tour),https://www.youtube.com/watch?v=NEDLWRSapp0,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (80.00%)

Topic 12: Topic 12: Drinking Culture (Topic 12: Drinking Culture & Practices) (10.00%)

Topic 17: Topic 17: Filipino Partner (Topic 17: Filipino Partner & Tourist Visas) (10.00%)
"
NFgiuRVkg_o,"ALL this in ONE day in 🇵🇭 Bohol, Philippines?! Panglao, Balicasag, and Virgin Island",https://www.youtube.com/watch?v=NFgiuRVkg_o,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (75.00%)

Topic 10: Topic 10: Swimming with (Topic 10: Swimming with Whale Sharks ) (8.33%)

Topic 70: Topic 70: Physical Characteristics (Topic 70: Physical Characteristics of the Tamaraw Dwarf Buffalo) (8.33%)

Topic 86: Topic 86: Characteristics of (Topic 86: Characteristics of Filipinas from Davao) (8.33%)
"
NHb76DHiiQk,WHAT SORCERY IS TIHS!?😲 Latinos react to Caloy Quemada for the first time cover of Mariah Carey,https://www.youtube.com/watch?v=NHb76DHiiQk,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (75.00%)

Topic 37: Topic 37: Masculine and (Topic 37: Masculine and Feminine Energy in Writing) (12.50%)

Topic 68: Topic 68: Children's Lives (Topic 68: Children's Lives and Relationships ) (12.50%)
"
NIS_Pckfru0,HILARIOUS Signs that you are FILIPINO! (Funny Reaction),https://www.youtube.com/watch?v=NIS_Pckfru0,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (83.33%)

Topic 52: Topic 52: Poverty Porn (Topic 52: Poverty Porn Content in YouTube) (16.67%)
"
NL-amMbK2xE,Latinos react to Philippine's Diamond Star - Maricel Soriano for the first time,https://www.youtube.com/watch?v=NL-amMbK2xE,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (57.14%)

Topic 37: Topic 37: Masculine and (Topic 37: Masculine and Feminine Energy in Writing) (14.29%)

Topic 47: Topic 47: Singing and (Topic 47: Singing and Dancing Stars) (14.29%)

Topic 104: Topic 104: Singing of (Topic 104: Singing of Songs) (14.29%)
"
NMqCIrGbmug,Strangers Try Jollibee Chicken (FIRST TIME REACTIONS & Mukbang!!),https://www.youtube.com/watch?v=NMqCIrGbmug,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (50.00%)

Topic 19: Topic 19: Philippine Halo-Halo (Topic 19: Philippine Halo-Halo Dessert) (25.00%)

Topic 72: Topic 72: Watching Kwentong (Topic 72: Watching Kwentong Jollibee Commercial) (25.00%)
"
NMuU2Tv-Oi4,Filipina British Life in UK: Nakakainis kana talaga!😤,https://www.youtube.com/watch?v=NMuU2Tv-Oi4,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (83.33%)

Topic 15: Topic 15: Walking by (Topic 15: Walking by the Beach Experience) (16.67%)
"
NNDYf-F_18U,Only the Toughest Soldiers become Philippines Scout Rangers,https://www.youtube.com/watch?v=NNDYf-F_18U,"Topic 25: Topic 25: Military and (Topic 25: Military and its Subunits) (71.43%)

Topic 53: Topic 53: War & (Topic 53: War & Conflict in Cuba & Spain) (14.29%)

Topic 108: Topic 108: Recruiting Scout (Topic 108: Recruiting Scout Rangers) (14.29%)
"
NRVvumC3hY8,"Cooking Filipino Food For My British Family! (First Time Trying Adobo, Sinigang & Turon)",https://www.youtube.com/watch?v=NRVvumC3hY8,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (83.33%)

Topic 2: Topic 2: Christmas Season (Topic 2: Christmas Season & Celebration) (5.56%)

Topic 3: Topic 3: Experiences of (Topic 3: Experiences of Children in Community & Culture) (5.56%)

Topic 13: Topic 13: Balut and (Topic 13: Balut and other Eggs) (5.56%)
"
NSzUsGDUYNc,Filipinos treatment of foreigners in the Philippines,https://www.youtube.com/watch?v=NSzUsGDUYNc,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (42.86%)

Topic 9: Topic 9: Travel to (Topic 9: Travel to Taiwan & Destinations) (14.29%)

Topic 71: Topic 71: Dog Losing (Topic 71: Dog Losing / Being Lost) (14.29%)

Topic 72: Topic 72: Watching Kwentong (Topic 72: Watching Kwentong Jollibee Commercial) (14.29%)

Topic 89: Topic 89: Mango Fruit (Topic 89: Mango Fruit) (14.29%)
"
NTAnGrxuP0g,VOL.25 FILIPINO Karaoke during FIBA 2023! Viral Filipinos on social media | HONEST REACTION,https://www.youtube.com/watch?v=NTAnGrxuP0g,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (80.00%)

Topic 47: Topic 47: Singing and (Topic 47: Singing and Dancing Stars) (10.00%)

Topic 120: Topic 120: Winning Games (Topic 120: Winning Games and Excitement ) (10.00%)
"
NTh5laTZJu0,Filipino Family Assaulted by White Man at McDonald’s | Sala Talks Unfiltered,https://www.youtube.com/watch?v=NTh5laTZJu0,"Topic 0: Topic 0: Delicious Dishes (Topic 0: Delicious Dishes and Dining) (75.00%)

Topic 7: Topic 7: Makeup Products (Topic 7: Makeup Products and Application) (25.00%)
"
